first_party,second_party,facts,first_party_winner
tony,jack,"died lung cancer at age 67 after a life spent smoking three packs Marlboro cigarettes per day . His widow sued Phillip maker Marlboro cigarettes alleging that company had engaged in a deliberate wide-spread campaign misinformation on dangers smoking . The jury found for and awarded her $ 821,485.50 in compensatory damages and $ 79.5 million in punitive damages . However trial judge found punitive damages excessive and reduced them to $ 32 million . Under Supreme Court 's decision BMW v. Gore punitive damages must be reasonably related to harm done to plaintiff but larger punitive damage awards may be appropriate if defendant displayed reprehensible conduct . Citing Gore Oregon Court Appeals reinstated $ 79.5 million award holding that Phillip 's conduct was reprehensible enough to warrant large amount . The Oregon Supreme Court declined to take case . However U.S. Supreme Court sent case back for consideration in light State Farm v. Campbell which held that punitive damages can normally only be as much as nine times greater than compensatory damages . The Oregon Court Appeals again affirmed $ 79.5 million award ruling that reprehensibility Phillip 's conduct justified larger ratio . The Oregon Supreme Court upheld decision . Phillip appealed to Supreme Court arguing that court had unreasonably exceeded federal guidelines on punitive damages . Phillip also argued that it was unfair to punish company for its actions toward other smokers who were not parties to suit . ",1
tony,jack,In 2012 the Virginia State Legislature adopted a redistricting plan that altered the composition of the Third Congressional District which was already majority African-American and increased the percentage of African-American voters in the district tony Pursuant to Section 5 of the Voting Rights Act the plan was submitted to the Department of Justice for preclearance which was granted tony On October 2 2013 plaintiffs sued the defendants in their official capacities and argued that Virginia ’ s Third Congressional District was racially gerrymandered in violation of the Equal Protection Clause of the Fourteenth Amendment tony The district court ruled that the districting plan was unconstitutional because its use of race as a factor was not sufficiently narrowly tailored to serve a compelling government interest tony The defendant Commonwealth of Virginia did not appeal ; instead ten members of Congress who had intervened in the case at the trial level appealed to the U.S. Supreme Court which remanded the case for reconsideration in light of its decision in Alabama Legislative Black Caucus v. Alabama tony In that case the Court held that the Voting Rights Act does not require a legislature to maintain a particular minority number percentage in creating a districting plan but rather it requires that the legislature maintain a minority ’ s ability to elect a candidate of choice tony In considering whether a districting plan is unconstitutional courts must examine whether racial considerations predominated over nonracial ones in determining which voters to place in which district tony On remand the district court again determined that the Third Congressional District was unconstitutional because racial considerations predominated in creating the plan tony ,0
tony,jack,"In 1989 , the U.S. Supreme Court held that Johnny Paul tony had been sentenced to death in violation of the Eighth Amendment after finding that Texas ' special issues questions did not permit the jury to consider mitigating evidence involving his mental retardation . On retrial in 1990 , tony was again found guilty of capital murder . The defense again put on extensive evidence regarding tony 's mental impairments . Ultimately , a psychiatric evaluation , which stated that tony would be dangerous to others if released , prepared at the request of tony 's former counsel , was cited . Upon submission to the jury , the trial judge instructed the jury to determine tony 's sentence by answering the same special issues in the original tony case . Additionally , the trial judge gave a supplemental instruction on mitigating evidence . The court sentenced tony to death in accordance with the jury 's answers to the special issues . In affirming , the Texas Court of Criminal Appeals rejected tony 's claims that the admission of language from the psychiatric evaluation violated his Fifth Amendment privilege against self-incrimination , and that the jury instructions were constitutionally inadequate because they did not permit the jury to consider and give effect to his particular mitigating evidence . tony 's petitions for state and federal habeas corpus relief failed . ",1
tony,jack,"In 1972 , twenty one states were members of the Compact , a body formed by states to assist them in formulating and administering tax law relating to multistate businesses . The Compact had not received congressional approval . ",0
tony,jack,Inc. provides home health care services to Medicare beneficiaries tony Under the Medicare Act providers seeking reimbursement for covered health services submit a yearly cost report to a fiscal intermediary usually a private insurance company tony The intermediary then issues a Notice of Program Reimbursement ( NPR ) determining the provider 's reimbursement tony The Act allows the provider up to 180 days to appeal a reimbursement determination to the Provider Reimbursement Review Board tony The provider also has up to three years to ask the intermediary to reopen a determination of the Board tony submitted cost reports for 1989 to its intermediary and did not appeal the reimbursement decision tony However within three years asked its intermediary to reopen its 1989 reimbursement determination on the ground that `` new and material '' evidence demonstrated entitlement to additional compensation tony The intermediary denied the request tony appealed the denial to the Board which dismissed the appeal on the ground that lacked it jurisdiction to review an intermediary 's refusal to reopen a reimbursement determination tony then brought action in Federal District Court seeking review of the Board 's dismissal and of the intermediary 's refusal to reopen tony The District Court agreed that the Board lacked jurisdiction to review the refusal to reopen tony Moreover it rejected 's contention that the federal-question statute or the mandamus statute gave the District Court jurisdiction to review the intermediary 's refusal directly tony Subsequently the court dismissed the complaint tony The Court of Appeals affirmed tony ,0
tony,jack,"In December 1938 tony Thomas conveyed approximately 8,711 acres of land in Plaquemines Parish tony Louisiana to the . deed contained a mineral reservation under which retained the right to mine and remove all valuable minerals until April 1 tony 1945 . deed allowed for the extension of this reservation for an additional five years so long as operations were conducted profitably during the previous five years for an average of fifty days a year . If at the end of the original term or an additional extended term the operation had not carried on for fifty days a year tony ’ s right to mine would terminate tony and complete title would become vested in the . No mineral operations were conducted on the land in question during the original term . On March 1 tony 1949 tony the conveyed the operating rights under lease to Frank J. and Albert jack tony who then conveyed those rights to . drilled and completed eighty wells tony producing $ 3,500,000 in royalties for the . tony then filed an action in state court against jack and based on a Louisiana law allegedly making a reservation of mineral rights to the “ imprescriptible ” . was not a party to the suit . claimed that it was the fee simple owner of all the oil tony gas and mineral rights in or on the land acquired by the from Thomas . then brought an action in district court ; it sought to quiet ’ title and rights and to enjoin from further asserting any claims in state court . argued in part that irreparable injury in the form of lost royalties would result from any dispossession to its lessees . district court granted the injunction tony holding that the action could only be tried in federal court because the was not a party to the state court action . ",0
tony,jack,In two separate cases employees sued Barber Foods in federal district court tony The employees alleged the companies violated the Fair Labor Standards Act by not paying them for time spent walking to the worksite after putting required equipment tony The district court later the First Circuit ruled against the Barber employees tony A separate district court ruled must compensate its employees for the disputed time tony The Ninth Circuit agreed tony The U.S. Supreme Court consolidated the cases tony ,0
tony,jack,houses `` incorrigible recalcitrant '' prisoners in the Long Term Segregation Unit ( LTSU ) was one about 40 prisoners in level 2 the LTSU which is reserved for the most dangerous worst-behaved inmates It is the policy the LTSU to impose severe restrictions on the privileges level 2 inmates In particular level 2 prisoners are the only ones denied newspapers magazines photographs the the PA tony argued that this policy was necessary to promote rehabilitation ensure prison safety brought a suit challenging the policy as a violation the First Amendment the recommendation a Magistrate Judge the District Court ruled in favor appeal however the Third Circuit Court Appeals reversed The Circuit Court found that the prison 's policy failed to meet the test laid down by the Supreme Court in Turner v. Safley The Third Circuit held that the First Amendment rights the prisoners took precedence because the policy was unrelated to the goal rehabilitation an ineffective method increasing prison safety ,1
tony,jack,"On April 4 , 1962 , black citizens jack , Alabama were engaged in a boycott downtown department stores ; the jack police -- including Patrolman Byars -- were aware the boycott . At about 10:30 A.M. , Byars observed a group four to six people including noted activist tony walking toward the intersection 19th Street and Second Avenue , the location the front entrance Newberry ’ s Department Store . Byars walked through Newberry ’ s and through the front entrance , where he observed a group ten or twelve people congregated in one area . They were standing and talking with tony apparently at the center the conversation . Byars observed the group for a minute or so from inside Newberry ’ s , then left the store and told the group to move on and clear the sidewalk . Some the group began to leave . Byars repeated his command , and tony asked , “ You mean to say we can ’ t stand here on the sidewalk ? ” Three more officers arrived on the scene , and Byars told the group that they would have to clear the sidewalk or he would arrest them for obstructing its use . By this point , only tony remained at the scene . tony repeated his question , and Byars told him he was under arrest . tony then attempted to walk into Newberry ’ s , but Byars followed him in and arrested him . tony offered no resistence . On April 5 , tony was tried in the recorder ’ s court the city jack . The court charged him with obstructing free passage on the sidewalk and with refusing to comply with a police order to move on in violation two sections the jack General Code . He was sentenced to 180 days hard labor and $ 100 fine and costs . He appealed for a trial de novo in the district court . Byars ’ initially testified that the group ’ s presence impeded pedestrian traffic , but on cross-examination he testified that the group only blocked off about half the sidewalk . The court affirmed tony ’ s conviction , rejecting his assertions that the ordinance was unconstitutionally vague and overbroad , that the prosecution ’ s case was not supported by evidence , and that Shuttleworth ’ s conduct was protected by the First and Fourteenth Amendments . The Alabama Court Appeals affirmed tony ’ s conviction , holding the evidence sufficient to support the verdict . The Alabama Supreme Court denied tony ’ s applications for certiorari and rehearing . ",1
tony,jack,"The Commonwealth of Virginia charged Tommy David tony with capital murder and related crimes . tony 's counsel did not file a pretrial motion for discovery of all possible exculpatory evidence under Brady v. Maryland because an open file policy gave him access to all of the evidence in the prosecutor 's files . At tony 's trial , Anne Stoltzfus gave detailed eyewitness testimony about the crimes and tony 's role as one of the perpetrators . The prosecutor failed to disclose exculpatory materials in the police files , consisting of notes taken by a detective during interviews with Stoltzfus , and letters written by Stoltzfus to the detective , that cast serious doubt on significant portions of her testimony . The jury found tony guilty and he was sentenced to death . The Virginia Supreme Court affirmed . In subsequent state habeas corpus proceedings , tony advanced an ineffective assistance of counsel claim based on trial counsel 's failure to file a motion for disclosure of all exculpatory evidence known to the prosecution or in its possession under Brady . In response , the Commonwealth asserted that such a motion was unnecessary because of the prosecutor 's open file policy . The trial court denied relief and the Virginia Supreme Court affirmed . tony then filed a federal habeas corpus petition and was granted access to the exculpatory Stoltzfus materials . The District Court vacated tony 's capital murder conviction and death sentence on the grounds that the Commonwealth had failed to disclose those materials and that he had not , in consequence , received a fair trial . In reversing , the Court of Appeals held that tony had procedurally defaulted his Brady claim by not raising it at his trial or in the state collateral proceedings . Ultimately , the court concluded that the claim was , in any event , without merit . ",0
tony,jack,"After immigration agents found 30 kilograms of marijuana in Angela jack 's luggage , federal prosecutors offered her a `` fast track '' plea bargain in which she would waive indictment , trial , and an appeal in exchange for a reduced sentence recommendation . The prosecutors ' offer requires that the defendant waive the right to receive impeachment information relating to any informants or other witnesses , as well as information supporting any affirmative defense she raises if the case goes to trial . When jack rejected the waiver , the prosecutors withdrew their offer , indicted her for unlawful drug possession , and she pleaded guilty . At sentencing , jack asked the judge to grant her the same reduced sentence that the Government would have recommended had she accepted the plea bargain . The Government opposed her request , and the District Court denied it . In vacating the sentence , the Court of Appeals ruled that the Constitution prohibits defendants from waiving their right to certain impeachment information . ",1
tony,jack,"The State of tony charged jack with possession of pseudoephedrine with intent to manufacture methamphetamine . At trial , jack moved to suppress evidence obtained during a warrantless search of his car . Police searched the car during a traffic stop for expired registration when a drug detection dog alerted the officer . This dog was trained to detect several types of illegal substances , but not pseudoephedrine . During the search , the officer found over 200 loose pills and other supplies for making methamphetamine . jack argued that the dog 's alert was false and did not provide probable cause for the search . The trial court denied jack motion , holding that the totality of the circumstances indicated that there was probable cause to conduct the search . The First District Court of Appeal affirmed , but the tony Supreme Court reversed , holding that the State did not prove the dog 's reliability in drug detection sufficiently to show probable cause . ",1
tony,jack,"The Audubon Regional library operated three branches and two bookmobiles . Blacks were not allowed to enter any of the branch libraries . The bookmobiles were segregated : a red one served only whites and a blue one served blacks . tony was a black man who entered a library branch with four other blacks and requested a book , The Story of the Negro . The librarian informed tony that the book was not available , but that she would request it through the state library , and he could pick it up or have it mailed to him . After the conversation , the men sat down ( making no noise or disturbance ) and refused to leave . They were arrested `` for not leaving a public building when asked to do so by an officer . '' ",1
tony,jack,"In 1966 Corp. ( ) informed tony that it was not accepting job applications from women with preschool-age children ; however , at this time , employed men with preschool-age children . tony sued and alleged she had been denied employment because of her sex in violation of the Civil Rights Act of 1964 . The district court granted the defendant ’ s motion for summary judgment by holding that , because seventy-five to eighty percent of the applicants hired for the position for which tony applied were women , there was insufficient evidence that there was bias against women . The U.S. Court of Appeals for the Fifth Circuit affirmed . ",1
tony,jack,"In May 2013 , tony was arrested for operating a vehicle while intoxicated . He became lethargic on the way to the police station , so the arresting officers took him to a hospital instead . An officer read him a statutorily mandated form regarding the state implied consent law , but tony was too incapacitated to indicate his understanding or consent and then fell unconscious . Without a warrant , at the request the police , hospital workers drew tony ’ s blood , which revealed his blood alcohol concentration to be .222 . tony was charged with operating while intoxicated and with a prohibited alcohol concentration . He moved to suppress the results the blood test on the ground that his blood was taken without a warrant and in the absence any exceptions to the warrant requirement . The state argued that under the implied-consent statute , police did not need a warrant to draw his blood . Many states , including jack , have implied consent laws , which provide that by driving a vehicle , motorists consent to submit to chemical tests breath , blood , or urine to determine alcohol or drug content . The trial court sided with the state and allowed the results the blood test into evidence . tony was convicted on both counts . tony appealed his conviction , and the court appeals certified the case to the Supreme Court jack with respect to the issue “ whether the warrantless blood draw an unconscious motorist pursuant to jack ’ s implied consent law ... violates the Fourth Amendment. ” The Supreme Court jack accepted the certification and upheld the search 5–2 , but without any majority for the rationale for upholding it . ",1
tony,jack,Inc. ( `` '' ) brought suit against the jack in an federal district court seeking an injunction to prevent the imposition the state 's sales and use tax on diesel fuel tony argued that the tax discriminates against railroad companies in violate the Railroad Revitalization and Regulatory Reform Act 1976 ( `` RRRR '' ) tony The district court had granted a preliminary injunction but its own accord dissolved the preliminary injunction and dismissed the case tony On appeal the U.S. Court Appeals for the Eleventh Circuit affirmed holding that the district court appropriately dismissed the action tony The court reasoned that because it had already ruled in favor the jack on an identical challenge to the tax in Norfolk S. R. v. AL Dep't Rev. the district court was correct in dismissing 's suit tony ,1
tony,jack,Around 1 a.m. on July 18 1982 Ralph Watkinson was locking up his shop when he saw a figure with a gun approaching him tony Watkinson drew his own weapon and the two fired at each other tony Watkinson was hit in the legs and the other shooter was wounded on his left side and managed to run away tony About 20 minutes later the police found Jr. bleeding from his left side eight blocks away from Watkinson ’ s shop tony The police took to the same hospital Watkinson was in and Watkinson identified as his shooter tony was charged with attempted robbery malicious wounding and two counts of using a firearm in the commission of a felony tony The Commonwealth of Virginia filed a motion in state court to compel to submit to surgery to recover the bullet still lodged in his side tony The court granted the motion based on testimony that the surgery would be relatively noninvasive and accomplished without use of general anesthetic tony The Virginia Supreme Court denied the appeal tony sued in district court on the ground that the surgery constituted an illegal search under the Fourth Amendment tony The court issued a preliminary injunction tony After presenting evidence that the surgery would be much more serious than the court originally thought asked for a rehearing in the state court which was denied tony The Virginia Supreme Court affirmed tony brought the case back to the district court which ruled against the surgery tony The U.S. Court of Appeals for the Fourth Circuit affirmed tony ,0
tony,jack,In 1997 Motor Inc. terminated Ella jack citing her poor attendance record tony Subsequently claiming to be disabled from performing her automobile assembly line job by carpal tunnel syndrome and related impairments jack sued for failing to provide her with a reasonable accommodation as required by the Americans with Disabilities Act of 1990 ( ADA ) tony Granting summary judgment the District Court held that jack 's impairment did not qualify as a disability under the ADA because it had not substantially limited any major life activity and that there was no evidence that jack had had a record of a substantially limiting impairment tony In reversing the Court of Appeals found that the impairments substantially limited jack in the major life activity of performing manual tasks tony Because her ailments prevented her from doing the tasks associated with certain types of manual jobs that require the gripping of tools and repetitive work with hands and arms extended at or above shoulder levels for extended periods of time the appellate court concluded that jack demonstrated that her manual disability involved a class of manual activities affecting the ability to perform tasks at work tony ,1
tony,jack,"A Virginia federal district court remanded tony 's claim for long-term disability benefits from ( `` '' ) jack The court asked to reconsider its denial of Ms. tony 's claim jack Upon remand and after Ms. tony presented new evidence , changed its earlier stance and awarded Ms. tony full long-term disability benefits jack Ms. tony then filed a motion for attorneys ' fees based on her status as a prevailing party jack The district court granted her motion and awarded her $ 39,149 in fees jack On appeal , argued that Ms. tony was not a `` prevailing party '' as understood by the Employee Retirement Income Security Act and thus was not eligible for an award of attorneys ' fees jack The U.S. Court of Appeals for the Fourth Circuit agreed and reversed the district court jack The court held that the district court 's decision to remand Ms. tony 's claim to did not constitute an enforceable judgment that Ms. tony prevailed on her claim because could have decided to deny her coverage jack ",1
tony,jack,The Protection of Children Against Sexual Exploitation Act of 1977 prohibited the interstate transportation shipping receipt distribution or reproduction of visual materials containing children engaged in sexually explicit acts jack Richard Gottesman owner and manager of sold forty-nine tapes to undercover officers jack Gottesman shipped the videos containing pornographic acts by industry legend Traci Lords before she turned eighteen to Hawaii jack Although he claimed he did not know the tapes contained underage pornographic acts Gottesman was arrested for violating the sexual exploitation act jack ,1
tony,jack,"Daryl Renard tony was convicted of abduction , armed robbery , and capital murder . In the penalty phase of tony ' trial , the defense relied on one witness , a forensic psychologist , who testified that tony was mildly mentally disabled ( or `` mentally retarded '' in the vernacular of the day ) . The jury sentenced tony to death , but the jack Supreme Court ordered a second sentencing hearing because the trial court had used a misleading verdict form . During resentencing the same forensic psychologist testified , but this time the State rebutted tony ' intelligence . The jury again sentenced tony to death . In affirming , the jack Supreme Court relied on Penry v. Lynaugh , in rejecting tony ' contention that he could not be sentenced to death because he is mentally retarded . ",1
tony,jack,"In 1982 , when Congress extended Medicare to federal employees , then-sitting federal judges began to have Medicare taxes withheld from their salaries . In 1983 , Congress then required federal judges to participate in Social Security , except for those who contributed to a `` covered '' retirement program . A `` covered '' program was defined to include any retirement system to which an employee had to contribute , which did not encompass the noncontributory pension system for federal judges , whose financial obligations and payroll deductions therefore had to increase . A group of federal judges , who were appointed before 1983 , filed suit arguing that the 1983 law violated the Constitution 's Compensation Clause , which guarantees federal judges a `` Compensation , which shall not be diminished during their Continuance in Office . '' Ultimately , the Court of Federal Claims ruled that a 1984 judicial salary increase cured any violation . In reversing , the Federal Circuit held that the Compensation Clause prevented the government from collecting Medicare and Social Security taxes from the judges and that the violation was not cured by the 1984 pay increase . ",1
tony,jack,"Robert jack was indicted on charges of aggravated murder and aggravated robbery , pleaded guilty , and sentenced to life imprisonment , with parole possible after 30 years . On direct appeal , jack unsuccessfully challenged only the length of the minimum sentence . After unsuccessfully pursuing state post-conviction relief and represented by new counsel , jack petitioned the Ohio Court of Appeals to reopen his direct appeal on the ground that his original appellate counsel had been constitutionally ineffective in failing to challenge the sufficiency of the evidence supporting his conviction and sentence . The court dismissed the application as untimely , and the Ohio Supreme Court affirmed . jack then filed a federal habeas corpus petition , raising the sufficiency-of-the-evidence claim , and alleging that his appellate counsel was constitutionally ineffective in not raising that claim on direct appeal . The District Court determined that , while the sufficiency claim had been procedurally defaulted , the ineffective-assistance-of-counsel claim could excuse that default ; concluded that jack 's appellate counsel was constitutionally ineffective ; and granted the writ . The Court of Appeals concluded that the ineffective-assistance-of-counsel claim could serve as cause to excuse the procedural default of the sufficiency claim , regardless of whether the ineffective-assistance-of-counsel claim had been procedurally defaulted ; and found prejudice from counsel 's failure to raise the sufficiency-of-the-evidence claim on direct appeal . ",1
tony,jack,These two consolidated cases involve the Fair Sentencing Act of 2010 ( FSA ) which became law on August 3 2010 tony The FSA increased the amount of crack cocaine necessary to trigger the statutory minimum sentence from 5 to 28 grams for a 5-year sentence and from 50 to 280 grams for a 10-year sentence tony Police caught with 5.5 grams of crack cocaine and Corey Hill with over 50 grams tony had a prior felony drug conviction so he triggered the 10-year minimum although he was under the pre FSA limit tony Both men committed their crimes before the FSA passed but were sentenced after the Act passed tony The trial court judges refused to apply the FSA retroactively tony The U.S. Court of Appeals for the Seventh Circuit affirmed both sentences holding that the relevant date for application of the FSA is the date of the crime not the date of sentencing tony ,1
tony,jack,"tony was convicted and sentenced to death for the robbery and murder of Amos Norwood . The Supreme Court affirmed tony ’ conviction and sentence , and he filed three petitions under the Post-Conviction Relief Act , all of which were denied and the denials affirmed by the jack Supreme Court . tony also petitioned for federal habeas relief , which was denied . On his fourth petition for relief under the Post-Conviction Relief Act , the state court determined that tony had sufficiently demonstrated that there was governmental interference in his trial and granted the relief . The jack Supreme Court reversed the lower court ’ s decision and lifted the stay of execution . The Chief Justice of the jack Supreme Court at that point was Ronald Castille , who had been the District Attorney for Philadelphia throughout tony ’ trial , sentencing , and appeal , and who had personally authorized his office to seek the death penalty in this case . Prior to having his case heard by the jack Supreme Court , tony moved to have Chief Justice Castille recuse himself from this case . Chief Justice Castille refused to do so and ultimately joined the opinion that reversed the lower court ’ s grant of habeas relief and lifted the stay of execution . ",1
tony,jack,"Several faculty members Missouri-Kansas City Medical School expressed dissatisfaction with clinical performance jack , a medical student . The Council Evaluation ( Council ) , a faculty-student body that recommends various actions including probation and dismissal , recommended jack only advanceto her last year on a probationary status . In middle following academic year , Council concluded that jack should not be considered for graduation at end year and would be dropped as a student unless Council saw a radical improvement . jack failed to show improvement , her surgery rotations rated “ low satisfactory , ” and Council recommended dismissal from university . A committee composed solely faculty members and Dean , final decision-makers , approved decision . jack sued and claimed that procedure leading to her dismissal violated Due Process Clause Fourteenth Amendment . The district court concluded that jack had been afforded all rights guaranteed by Fourteenth Amendment . The U.S. Court Appeals for Eighth Circuit reversed decision by holding that jack had not been afforded procedural due process prior . ",1
